Ticker,Broker_Score_ct,Broker_Score_wtg,Benchmark,1_Yr_Return,3_Yr_Return,5_Yr_Return,7_Yr_Return,1_Yr_Return_BM,3_Yr_Return_BM,5_Yr_Return_BM,7_Yr_Return_BM,AUM,AUM_2016,Num_of_Holdings,Turnover_2005,Turnover_2004,Turnover_2003,3_yr_Turnover_Avg,Net_Expense_Ratio,Avg_Mkt_Cap_M,P_E,P_B,P_S,P_C,Debt_to_Capital,Net_Margin,ROA,ROE
AADIX,0,0,S&P500,17.91,-8.10,2.76,3.88,14.53,-8.13,2.26,4.08,245165645.00,1034344418.00,9.00,14.00,,,14.00,0.17,24386.36,19.33,2.97,1.49,11.47,18.30,12.68,8.72,16.98
ABALX,1914,1621,S&P500,11.12,-3.80,3.90,5.28,14.53,-8.13,2.26,4.08,46502248428.00,107778902524.00,963.00,35.00,25.00,41.00,33.67,0.17,65166.85,17.04,2.83,1.30,10.95,25.58,11.70,9.77,19.22
ADGAX,748,1575,S&P500,13.82,-7.99,1.83,4.13,14.53,-8.13,2.26,4.08,395608471.00,251495113.00,46.00,25.00,132.00,,78.50,0.62,43517.39,19.53,2.57,1.76,12.34,32.81,11.85,9.44,17.56
AFDAX,1432,1553,S&P500,19.17,-3.85,4.08,5.54,14.53,-8.13,2.26,4.08,4555408.00,220588904.00,94.00,101.00,,,101.00,1.19,41518.15,17.16,2.89,1.70,11.88,26.75,14.47,11.45,21.90
AGOCX,2074,1774,S&P500,16.17,-6.38,6.33,6.01,14.53,-8.13,2.26,4.08,73402177.00,2456431434.00,,66.00,,,66.00,2.16,,,,,,,,,
AGTHX,2929,1236,S&P500,12.27,-8.27,2.91,4.07,14.53,-8.13,2.26,4.08,121393532605.00,159407057560.00,505.00,20.00,19.00,25.00,21.33,2.15,32239.22,21.36,3.37,1.91,13.21,21.06,13.91,9.20,17.09
AHSAX,550,611,S&P500,9.66,-1.74,4.37,6.20,14.53,-8.13,2.26,4.08,126011702.00,128228693.00,83.00,128.00,202.79,,165.40,0.70,8753.20,29.76,4.35,1.81,17.90,24.10,9.82,3.53,11.36
AIGOX,889,1726,S&P500,8.66,-9.73,1.57,,14.53,-8.13,2.26,4.08,,36820945.00,56.00,104.00,96.49,276.00,158.83,0.75,58782.73,18.60,3.17,2.19,13.48,31.24,13.99,9.17,18.93
AIVSX,2572,1382,S&P500,15.96,-6.54,2.69,3.77,14.53,-8.13,2.26,4.08,75322114445.00,84414678836.00,393.00,96.49,19.00,27.00,47.50,0.78,53927.37,17.41,2.79,1.30,10.53,27.79,11.32,8.40,18.26
ALBAX,1002,1459,S&P500,4.83,-6.59,2.62,4.18,14.53,-8.13,2.26,4.08,78287664.00,109315333.00,138.00,19.00,,,19.00,0.57,31046.81,23.96,3.93,2.57,17.16,27.25,15.42,7.66,17.21
AMAGX,498,746,S&P500,15.39,-2.60,7.07,6.33,14.53,-8.13,2.26,4.08,138038457.00,1528467800.00,74.00,2.00,13.00,16.00,10.33,1.26,14166.34,25.16,3.74,1.69,14.46,20.60,12.64,10.29,17.88
AMANX,415,748,S&P500,20.48,2.17,8.04,7.38,14.53,-8.13,2.26,4.08,53697219.00,1319933596.00,53.00,9.00,3.00,5.00,5.67,1.73,16645.90,16.20,2.43,1.28,8.67,30.02,11.01,8.06,18.51
AMCPX,1923,1249,S&P500,8.80,-9.54,3.04,4.35,14.53,-8.13,2.26,4.08,21348896566.00,54411419859.00,253.00,16.00,17.00,18.00,17.00,0.68,21605.47,21.74,3.25,1.53,13.78,22.79,12.96,10.06,17.27
AMECX,1193,855,S&P500,20.34,-3.28,4.62,5.65,14.53,-8.13,2.26,4.08,58156699170.00,105211589159.00,1458.00,24.00,27.00,28.00,26.33,0.73,30631.35,14.87,2.36,1.16,8.27,31.86,13.81,7.39,17.96
AMLIX,0,0,S&P500,12.91,-5.25,3.81,4.79,14.53,-8.13,2.26,4.08,413835088.00,774430449.00,11.00,2.00,,,2.00,0.57,17411.63,18.67,2.95,1.36,11.38,19.05,11.43,8.55,17.23
AMRGX,373,2137,S&P500,8.60,-10.55,-2.99,-0.54,14.53,-8.13,2.26,4.08,31269000.00,17243753.00,,5.00,2.20,0.00,2.40,3.43,,,,,,,,,
AMRMX,2056,1368,S&P500,15.31,-5.37,3.43,4.84,14.53,-8.13,2.26,4.08,16254900354.00,43642591553.00,207.00,22.00,17.00,,19.50,3.56,36155.60,16.28,2.39,1.09,9.73,33.85,11.16,8.18,16.33
ANCFX,2212,1148,S&P500,19.96,-5.72,4.79,5.46,14.53,-8.13,2.26,4.08,27002971781.00,86133839245.00,251.00,24.00,30.00,38.00,30.67,0.60,32597.73,17.87,2.91,1.35,10.75,24.97,11.53,8.18,18.97
ANEFX,1238,895,S&P500,16.30,-8.41,4.58,5.58,14.53,-8.13,2.26,4.08,7745517448.00,16014739587.00,199.00,30.00,35.00,,32.50,0.63,19664.01,20.56,3.19,1.86,13.52,15.54,15.05,9.23,16.34
AOBLX,844,1570,S&P500,13.09,-3.36,4.65,5.00,14.53,-8.13,2.26,4.08,119228952.00,290976805.00,101.00,70.00,19.00,86.00,58.33,0.84,25107.31,15.13,2.53,1.31,9.66,38.15,12.93,8.78,19.84
AQEIX,909,1617,S&P500,15.15,-7.41,4.15,4.69,14.53,-8.13,2.26,4.08,42942000.00,63240673.00,57.00,71.00,61.00,45.00,59.00,1.52,38412.65,16.11,2.51,1.37,9.94,33.57,11.23,9.03,18.45
ARBFX,144,307,S&P500,6.29,4.26,4.81,4.11,14.53,-8.13,2.26,4.08,185478569.00,1848442185.00,,61.00,251.00,511.00,274.33,1.53,,,,,,,,,
ARIIX,67,167,S&P500,32.78,-11.23,2.26,4.44,14.53,-8.13,2.26,4.08,785722475.00,326691441.00,,46.00,22.00,,34.00,1.95,,,,,,,,,
ASFIX,2434,254,S&P500,6.46,-0.89,3.67,3.03,14.53,-8.13,2.26,4.08,89603000.00,503666074.00,548.00,,,,,,5075.63,17.11,2.65,1.22,10.54,30.13,13.04,10.13,18.98
ASMCX,19,6,S&P500,12.89,-12.58,1.87,2.77,14.53,-8.13,2.26,4.08,159082458.00,17861028.00,,42.00,,45.00,43.50,1.26,,,,,,,,,
ATAFX,1505,1630,S&P500,8.26,-7.32,2.93,4.25,14.53,-8.13,2.26,4.08,21635448.00,24200356.00,93.00,35.00,108.15,108.00,83.72,1.20,34288.14,18.22,3.28,1.83,12.83,28.66,15.01,12.28,22.68
ATDAX,116,486,S&P500,24.84,-8.77,7.87,7.82,14.53,-8.13,2.26,4.08,91625954.00,283139401.00,29.00,15.00,,,15.00,1.45,4275.99,20.62,2.82,1.28,13.10,20.78,11.88,9.00,17.38
ATIAX,12,52,S&P500,13.65,-10.68,7.31,8.14,14.53,-8.13,2.26,4.08,224066928.00,542673025.00,32.00,20.00,,,20.00,2.00,887.85,19.75,3.17,1.30,13.10,17.16,9.04,8.83,16.85
ATWYX,2504,1093,S&P500,15.14,-10.31,0.31,0.91,14.53,-8.13,2.26,4.08,141831658.00,684444049.00,,51.00,21.00,,36.00,1.20,,,,,,,,,
AUIAX,404,753,S&P500,22.80,-0.05,6.45,7.01,14.53,-8.13,2.26,4.08,245540504.00,716182051.00,,47.00,45.00,,46.00,1.36,,,,,,,,,
AUXFX,1347,1029,S&P500,11.36,-3.48,4.18,5.01,14.53,-8.13,2.26,4.08,101845596.00,246729081.00,189.00,28.00,,37.00,32.50,1.39,14863.93,17.10,2.32,1.11,12.04,32.17,10.28,9.01,16.46
AVEDX,398,967,S&P500,16.09,-3.28,5.81,6.79,14.53,-8.13,2.26,4.08,25242611.00,899172036.00,40.00,14.00,,56.00,35.00,1.24,8115.80,17.74,3.04,1.31,11.81,28.73,11.49,9.86,20.41
AVEGX,254,696,S&P500,14.39,-4.18,6.87,7.01,14.53,-8.13,2.26,4.08,63561352.00,392822208.00,36.00,29.00,3.00,,16.00,1.50,4938.42,18.73,3.98,1.69,14.13,23.90,13.47,13.20,25.56
AWAYX,1869,1089,S&P500,18.46,-9.92,1.66,1.79,14.53,-8.13,2.26,4.08,800245052.00,1333978537.00,,3.00,,,3.00,1.50,,,,,,,,,
AWEIX,0,0,S&P500,N/A,N/A,N/A,,14.53,-8.13,2.26,4.08,14606474.00,852820954.00,,,,,,1.28,,,,,,,,,
AWSHX,2624,1804,S&P500,16.90,-6.09,2.09,4.19,14.53,-8.13,2.26,4.08,73413141904.00,90271450887.00,202.00,16.00,12.00,21.00,16.33,0.60,51583.97,16.33,2.51,1.19,9.69,33.01,12.48,9.25,17.92
BABFX,67,398,S&P500,11.41,-4.02,3.82,3.67,14.53,-8.13,2.26,4.08,712363.00,1487076.00,,0.00,,,0.00,0.64,,,,,,,,,
BABQX,0,0,S&P500,13.45,-7.50,3.30,,14.53,-8.13,2.26,4.08,,140515805.00,,,,,,,,,,,,,,,
BBTEX,534,1190,S&P500,12.50,0.02,6.78,8.23,14.53,-8.13,2.26,4.08,65340288.00,3053001500.00,42.00,59.00,57.00,,58.00,1.22,21598.78,16.68,2.37,1.38,10.37,28.00,14.40,9.01,17.67
BCIFX,321,1388,S&P500,14.36,-8.44,0.83,2.71,14.53,-8.13,2.26,4.08,23485000.00,34472313.00,22.00,94.00,71.91,53.00,72.97,1.20,21081.44,16.67,3.42,1.68,13.24,24.94,12.90,14.44,21.17
BDSQX,0,0,S&P500,14.96,-9.45,2.50,,14.53,-8.13,2.26,4.08,,206399090.00,,71.91,,,71.91,1.45,,,,,,,,,
BEARX,0,0,S&P500,9.45,16.15,2.29,-2.09,14.53,-8.13,2.26,4.08,418704714.00,254434769.00,185.00,129.00,,178.00,153.50,1.85,100.14,,7.76,,,,,-33.76,-34.75
BEQGX,1730,1403,S&P500,12.91,-8.14,1.19,3.60,14.53,-8.13,2.26,4.08,2414677865.00,3197679311.00,172.00,106.00,97.00,100.00,101.00,1.83,19701.99,14.99,2.73,0.82,7.42,30.56,10.15,10.40,21.75
BERCX,250,837,S&P500,17.22,-5.15,3.67,4.02,14.53,-8.13,2.26,4.08,5127253.00,23835841.00,29.00,97.00,7.00,18.00,40.67,0.68,8428.96,16.35,2.14,0.73,8.17,38.22,9.16,6.90,15.75
BGRQX,0,0,S&P500,11.44,-4.77,4.31,,14.53,-8.13,2.26,4.08,,422387114.00,,7.00,,,7.00,,,,,,,,,,
BGRWX,758,1623,S&P500,9.46,-9.18,-0.49,0.01,14.53,-8.13,2.26,4.08,18531962.00,21402509.00,,56.00,51.00,23.00,43.33,1.25,,,,,,,,,
BHBFX,0,0,S&P500,10.01,-3.08,4.06,4.66,14.53,-8.13,2.26,4.08,16173552.00,103328326.00,58.00,34.00,38.00,38.00,36.67,1.25,38415.41,18.04,2.54,1.86,14.34,20.74,11.85,10.31,15.46
BHGIX,721,1862,S&P500,1.72,-12.12,1.53,2.59,14.53,-8.13,2.26,4.08,30885916.00,42289295.00,39.00,38.00,23.20,16.00,25.73,0.75,55535.05,21.28,4.30,1.93,14.47,19.93,14.24,11.92,22.26
BIGRX,1417,1478,S&P500,15.26,-8.53,0.43,2.68,14.53,-8.13,2.26,4.08,4880797803.00,2082991888.00,148.00,23.20,74.00,67.00,54.73,0.75,24000.25,12.84,2.06,0.78,5.74,28.16,12.21,10.17,17.78
BLPIX,7555,1780,S&P500,12.76,-9.46,0.55,2.22,14.53,-8.13,2.26,4.08,127720468.00,87624105.00,501.00,74.00,463.00,1676.00,737.67,0.68,46845.14,17.34,2.82,1.50,10.77,29.39,13.24,10.34,19.63
BLUEX,465,1483,S&P500,9.74,-8.25,-0.10,-0.69,14.53,-8.13,2.26,4.08,1352137562.00,161019416.00,36.00,181.00,247.00,300.00,242.67,1.44,19493.95,21.86,3.31,1.63,14.97,25.67,10.91,8.71,17.37
BMCAX,552,595,S&P500,19.48,-7.89,4.53,3.91,14.53,-8.13,2.26,4.08,753155612.00,437846258.00,93.00,60.00,86.00,66.00,70.67,1.13,4846.36,16.96,2.04,0.97,10.04,41.54,9.63,5.17,13.61
BMPEX,0,0,S&P500,16.48,-8.65,1.88,,14.53,-8.13,2.26,4.08,,38448137.00,,,,69.00,69.00,,,,,,,,,,
BOYAX,411,848,S&P500,17.34,-11.26,0.66,3.14,14.53,-8.13,2.26,4.08,29731628.00,25714349.00,44.00,9.00,7.00,19.00,11.67,1.75,13557.93,19.25,2.03,1.45,11.43,43.31,8.20,6.16,12.61
BPLSX,127,136,S&P500,15.68,-3.92,15.04,13.34,14.53,-8.13,2.26,4.08,124441657.00,968782442.00,138.00,7.00,239.06,282.00,176.02,1.75,819.72,17.04,1.61,0.70,8.54,27.38,7.56,4.82,8.83
BRAGX,416,775,S&P500,8.10,-15.26,-2.56,-0.64,14.53,-8.13,2.26,4.08,403170020.00,228869050.00,57.00,155.00,150.70,151.00,152.23,1.58,7271.82,18.08,4.03,0.86,10.00,35.41,11.38,9.58,23.81
BRBPX,3759,1482,S&P500,7.13,-2.47,1.83,2.49,14.53,-8.13,2.26,4.08,58588656.00,37931747.00,264.00,126.00,123.70,154.00,134.57,1.74,18011.31,17.53,2.74,1.05,9.49,33.45,13.04,10.04,19.67
BRPIX,0,0,S&P500,-6.22,9.30,-4.70,-7.06,14.53,-8.13,2.26,4.08,31949619.00,45146058.00,2.00,,,18.00,18.00,0.94,,,,,,,,,
BRUFX,52,47,S&P500,17.92,-6.05,6.12,6.52,14.53,-8.13,2.26,4.08,135732000.00,568172258.00,73.00,10.00,22.01,31.00,21.00,1.51,442.03,17.91,3.01,1.04,12.71,29.08,7.71,2.44,7.99
BRWIX,425,1024,S&P500,10.09,-8.90,-0.26,-1.91,14.53,-8.13,2.26,4.08,3953536042.00,739352698.00,115.00,183.00,247.00,279.00,236.33,1.17,8583.86,19.14,3.13,1.59,14.19,29.14,10.41,8.85,16.92
BTBFX,867,1260,S&P500,8.79,0.50,5.21,5.65,14.53,-8.13,2.26,4.08,168458001.00,432066357.00,79.00,10.00,30.04,21.00,20.35,1.00,26303.10,18.87,3.41,1.69,13.88,21.14,14.45,12.27,21.66
BTEFX,873,1288,S&P500,9.81,-4.50,4.33,5.02,14.53,-8.13,2.26,4.08,45417571.00,125243804.00,70.00,12.00,2.97,,7.49,1.00,23946.97,19.10,3.39,1.69,13.82,22.82,14.10,12.02,21.42
BTIIX,0,0,S&P500,14.45,-8.18,2.21,3.98,14.53,-8.13,2.26,4.08,2585342276.00,775827933.00,,7.00,7.00,,7.00,1.00,,,,,,,,,
BUFBX,861,1286,S&P500,15.77,-3.15,5.71,6.90,14.53,-8.13,2.26,4.08,149204284.00,783504843.00,88.00,30.00,32.00,44.00,35.33,1.03,43833.06,14.09,2.78,1.21,8.59,31.52,13.69,10.88,24.06
BULIX,472,870,S&P500,24.08,0.81,5.37,6.00,14.53,-8.13,2.26,4.08,292926386.00,568243268.00,72.00,21.00,31.00,26.00,26.00,1.05,13572.51,15.71,2.14,1.16,7.01,47.80,9.89,4.14,18.50
BULLX,366,696,S&P500,12.90,-0.18,5.61,4.71,14.53,-8.13,2.26,4.08,7381000.00,37848317.00,48.00,31.00,82.28,,56.64,0.68,8397.68,23.31,3.13,1.60,13.72,36.59,9.27,6.03,16.17
BWAFX,113,336,S&P500,8.56,-9.11,-0.24,-2.19,14.53,-8.13,2.26,4.08,191204936.00,118808197.00,42.00,207.00,269.50,269.00,248.50,1.07,4545.57,21.46,3.03,1.49,14.16,32.60,9.76,7.55,16.48
CALEX,520,1656,S&P500,15.64,-4.14,4.14,5.37,14.53,-8.13,2.26,4.08,40149498.00,141762772.00,32.00,14.00,14.00,61.00,29.67,1.20,51274.96,15.45,2.66,1.45,10.12,29.17,12.87,10.61,21.83
CAMOX,621,1614,S&P500,16.69,-11.38,2.98,2.01,14.53,-8.13,2.26,4.08,1551449428.00,349079887.00,48.00,43.00,45.00,46.00,44.67,1.50,32130.77,16.47,2.50,1.32,12.13,26.72,13.13,10.62,17.06
CANGX,163,132,S&P500,-3.90,-3.06,2.65,2.95,14.53,-8.13,2.26,4.08,22373934.00,71503398.00,113.00,,,,,1.37,2052.30,29.64,5.19,2.94,18.71,21.31,14.90,11.81,19.86
CAPAX,739,536,S&P500,15.24,-1.86,6.02,6.57,14.53,-8.13,2.26,4.08,499087882.00,2048647731.00,99.00,46.00,,140.00,93.00,1.31,36874.31,14.90,2.34,1.48,8.62,35.49,15.15,11.17,18.89
CAPEX,0,0,S&P500,13.05,-6.82,2.24,3.79,14.53,-8.13,2.26,4.08,993068371.00,867281631.00,610.00,0.00,3.00,,1.50,1.34,36947.97,17.23,2.96,1.51,11.34,27.48,13.76,10.61,20.80
CDGIX,467,1518,S&P500,15.96,-5.23,2.50,3.28,14.53,-8.13,2.26,4.08,31123000.00,38006180.00,31.00,3.00,,,3.00,0.46,35355.55,15.74,2.83,1.32,11.11,30.41,14.46,11.53,22.15
CFIMX,346,1530,S&P500,15.81,-15.66,-1.33,1.00,14.53,-8.13,2.26,4.08,4005856000.00,1098859375.00,25.00,13.00,16.00,48.00,25.67,1.00,44536.54,19.06,2.56,1.25,11.67,36.03,11.49,8.13,12.04
CGMFX,229,837,S&P500,15.82,2.94,7.02,2.47,14.53,-8.13,2.26,4.08,1636062486.00,958743618.00,24.00,16.00,327.00,155.00,166.00,1.12,18076.19,16.74,4.63,2.58,12.71,22.85,17.07,11.04,27.86
CGMRX,5,24,S&P500,29.12,-1.89,10.23,8.93,14.53,-8.13,2.26,4.08,1030252373.00,881615651.00,23.00,327.00,43.00,173.00,181.00,1.12,3288.65,38.14,2.84,2.72,,,11.31,6.33,10.96
CHCGX,711,1599,S&P500,6.53,-14.66,-1.32,0.04,14.53,-8.13,2.26,4.08,641552493.00,31047003.00,46.00,43.00,60.00,,51.50,1.35,27747.68,23.11,3.45,2.09,15.36,26.11,13.42,11.20,21.08
CHDEX,350,861,S&P500,20.82,-2.84,2.56,4.65,14.53,-8.13,2.26,4.08,127928906.00,1894705806.00,48.00,35.00,29.37,,32.19,1.33,30011.10,14.62,2.34,1.84,8.60,37.61,17.76,10.41,19.21
CHTRX,1051,1384,S&P500,15.58,-3.11,4.92,5.30,14.53,-8.13,2.26,4.08,2432625331.00,3886772754.00,72.00,54.00,36.00,,45.00,1.50,36187.59,16.85,2.86,1.58,10.79,25.64,12.98,10.04,19.96
CIAOX,507,1385,S&P500,6.84,-4.90,3.02,4.11,14.53,-8.13,2.26,4.08,16753741.00,48461356.00,,80.00,73.38,62.00,71.79,1.50,,,,,,,,,
CLSIX,0,0,S&P500,14.44,3.49,6.07,,14.53,-8.13,2.26,4.08,,382697727.00,,73.38,,,73.38,1.50,,,,,,,,,
CLVFX,660,922,S&P500,16.75,-6.82,5.55,5.09,14.53,-8.13,2.26,4.08,8936970.00,65289066.00,,48.00,46.42,55.00,49.81,1.50,,,,,,,,,
CMAIX,0,0,S&P500,8.96,-2.50,3.49,4.67,14.53,-8.13,2.26,4.08,15474208.00,327307357.00,11.00,2.00,,,2.00,1.50,23334.89,18.71,2.85,1.30,11.34,22.71,11.22,8.57,16.68
COAGX,374,370,S&P500,7.10,10.66,5.41,5.14,14.53,-8.13,2.26,4.08,176101177.00,118251102.00,,414.00,611.00,915.00,646.67,1.79,,,,,,,,,
COPLX,487,1236,S&P500,17.91,-3.38,-0.28,2.21,14.53,-8.13,2.26,4.08,72560526.00,80807763.00,41.00,0.44,0.92,,0.68,1.44,18600.49,14.91,2.09,1.01,7.33,41.37,8.86,6.16,16.44
COTZX,0,0,S&P500,11.05,-5.34,5.51,6.53,14.53,-8.13,2.26,4.08,125002856.00,1009560129.00,11.00,96.00,,11.00,53.50,1.01,14455.18,17.27,2.83,1.50,11.05,24.73,12.64,10.01,19.04
CPLIX,0,0,S&P500,26.43,10.39,20.23,,14.53,-8.13,2.26,4.08,,217229609.00,,,,,,0.25,,,,,,,,,
CVAAX,725,1565,S&P500,14.12,-8.23,1.19,1.84,14.53,-8.13,2.26,4.08,114576580.00,56396326.00,47.00,50.00,,34.00,42.00,1.61,27359.24,18.66,2.51,1.59,12.28,20.79,13.79,9.87,15.96
CVGRX,1201,1054,S&P500,2.63,-13.90,2.85,1.96,14.53,-8.13,2.26,4.08,17960488830.00,1759409668.00,181.00,63.00,53.70,60.00,58.90,1.75,11632.31,24.83,4.06,1.95,15.99,30.38,11.82,9.68,18.11
CVTRX,622,637,S&P500,10.54,-5.39,5.22,4.79,14.53,-8.13,2.26,4.08,5610946955.00,2091288981.00,207.00,65.00,50.00,78.80,64.60,1.31,20915.89,20.68,3.54,1.70,12.99,25.57,15.15,11.44,20.10
DAVPX,726,1473,S&P500,13.12,-5.79,3.63,5.03,14.53,-8.13,2.26,4.08,145430821.00,405139263.00,53.00,28.00,25.00,18.00,23.67,1.14,41558.22,20.79,3.40,1.96,14.07,26.09,14.33,10.13,20.34
DDSTX,1781,1814,S&P500,14.73,-7.52,2.99,3.48,14.53,-8.13,2.26,4.08,976908000.00,594802769.00,97.00,68.00,79.49,,73.75,1.00,52094.26,17.21,2.70,1.53,11.31,30.39,12.93,9.62,18.90
DFDPX,554,859,S&P500,8.95,-9.34,3.77,5.15,14.53,-8.13,2.26,4.08,54338037.00,144538461.00,60.00,7.00,20.00,14.00,13.67,1.25,6979.34,21.71,3.56,2.22,14.93,25.94,14.36,11.19,19.09
DFELX,0,0,S&P500,13.80,-8.59,2.41,4.33,14.53,-8.13,2.26,4.08,314264778.00,256231609.00,1.00,,125.00,,125.00,1.25,,,,,,,,,
DFFIX,0,0,S&P500,10.09,-3.09,5.17,5.34,14.53,-8.13,2.26,4.08,33191890.00,275961509.00,12.00,7.00,13.00,9.00,9.67,0.37,25757.37,18.20,3.21,1.55,10.88,28.19,13.62,9.69,20.56
DFGIX,0,0,S&P500,11.91,-6.13,3.84,4.24,14.53,-8.13,2.26,4.08,38573911.00,63970476.00,12.00,15.00,12.00,5.00,10.67,0.58,24449.64,18.25,3.30,1.58,10.94,26.31,13.99,9.62,20.82
DFREX,24,89,S&P500,32.18,-11.37,2.55,5.43,14.53,-8.13,2.26,4.08,1820863626.00,7886522724.00,,3.00,6.00,,4.50,0.55,,,,,,,,,
DFUSX,0,0,S&P500,14.46,-8.03,2.34,4.11,14.53,-8.13,2.26,4.08,681795062.00,7428542987.00,,,2.00,,2.00,0.39,,,,,,,,,
DGAGX,797,1638,S&P500,14.43,-5.72,3.02,4.64,14.53,-8.13,2.26,4.08,4472072000.00,1930201746.00,56.00,7.00,8.23,2.00,5.74,0.10,106921.04,15.79,3.28,1.51,10.61,23.86,13.29,12.22,24.51
DGRIX,1082,1773,S&P500,12.79,-9.16,2.45,3.66,14.53,-8.13,2.26,4.08,791884000.00,869948038.00,57.00,8.23,48.04,,28.14,0.95,53798.30,16.93,2.78,1.83,11.79,26.37,14.77,10.30,19.63
DIBFX,0,0,S&P500,11.35,-5.71,3.06,4.49,14.53,-8.13,2.26,4.08,47038376.00,5964585.00,467.00,338.00,338.00,,338.00,0.75,42276.82,17.22,2.53,1.34,9.64,28.30,13.90,10.12,18.84
DILHX,0,0,S&P500,11.00,-7.00,2.51,3.40,14.53,-8.13,2.26,4.08,305074019.00,39738211.00,,147.00,107.00,120.00,124.67,0.75,,,,,,,,,
DILSX,0,0,S&P500,12.75,-9.63,1.37,2.41,14.53,-8.13,2.26,4.08,176198148.00,27987440.00,,107.00,95.00,153.00,118.33,0.10,,,,,,,,,
DLDRX,385,612,S&P500,14.77,-5.45,7.60,4.61,14.53,-8.13,2.26,4.08,14949000.00,306620394.00,69.00,95.00,155.28,,125.14,1.23,9210.04,18.23,3.43,1.76,11.32,23.95,14.16,8.77,18.04
DLQAX,1307,1560,S&P500,15.46,-11.73,0.02,1.38,14.53,-8.13,2.26,4.08,390184978.00,527634692.00,88.00,52.00,40.00,29.00,40.33,1.15,41580.63,19.75,3.10,1.67,13.09,26.64,13.17,10.04,18.77
DLTSX,737,1736,S&P500,13.57,-5.94,3.06,4.44,14.53,-8.13,2.26,4.08,158884000.00,182576797.00,45.00,40.00,2.21,1.00,14.40,1.10,118086.51,15.83,3.32,1.61,11.18,24.73,13.85,12.69,25.05
DODGX,1080,1422,S&P500,18.84,-11.57,0.38,2.53,14.53,-8.13,2.26,4.08,52184209315.00,65211167323.00,94.00,12.00,11.00,13.00,12.00,1.35,33908.99,17.19,2.06,1.07,9.89,27.72,7.64,6.88,13.48
DRCVX,0,0,S&P500,-8.37,11.95,-4.90,-7.30,14.53,-8.13,2.26,4.08,42850394.00,35279284.00,,11.00,,7.00,9.00,0.53,,,,,,,,,
DRIPX,846,1469,S&P500,10.19,-6.63,2.56,3.26,14.53,-8.13,2.26,4.08,37100181.00,61907086.00,,9.00,9.16,9.00,9.05,1.22,,,,,,,,,
DRTHX,775,1743,S&P500,7.84,-8.25,3.14,3.95,14.53,-8.13,2.26,4.08,376563000.00,312036622.00,70.00,67.00,53.06,75.00,65.02,1.25,40115.69,20.31,3.77,2.11,14.24,20.32,15.86,13.00,23.73
DSEFX,0,0,S&P500,10.72,-10.77,1.61,2.81,14.53,-8.13,2.26,4.08,1250328078.00,872064172.00,400.00,9.00,8.00,8.00,8.33,1.10,37658.43,19.21,3.01,1.81,12.04,24.81,15.28,11.60,20.91
DSPIX,7655,1907,S&P500,14.29,-8.31,2.13,3.93,14.53,-8.13,2.26,4.08,1462598000.00,2505913257.00,504.00,9.00,4.21,,6.61,0.20,46953.57,17.27,2.81,1.50,10.76,29.42,13.34,10.42,19.61
DTGRX,632,1440,S&P500,3.68,-11.84,6.30,5.36,14.53,-8.13,2.26,4.08,1488544000.00,270929371.00,47.00,45.00,127.75,62.00,78.25,0.20,26277.09,29.59,5.07,4.66,21.19,9.92,19.96,12.84,19.96
DTMGX,695,1770,S&P500,14.13,-5.29,3.24,4.80,14.53,-8.13,2.26,4.08,143762000.00,167122445.00,40.00,1.00,,,1.00,1.42,121344.16,15.96,3.34,1.61,11.27,24.67,12.78,12.29,24.69
DVASX,0,0,S&P500,10.68,-7.39,2.20,3.09,14.53,-8.13,2.26,4.08,642588186.00,169534419.00,,147.00,53.00,,100.00,1.35,,,,,,,,,
DVIBX,0,0,S&P500,10.93,-6.05,2.70,4.12,14.53,-8.13,2.26,4.08,175068104.00,93925992.00,467.00,53.00,338.00,,195.50,0.20,42276.82,17.22,2.53,1.34,9.64,28.30,13.90,10.12,18.84
DVLSX,0,0,S&P500,12.41,-10.03,1.02,2.03,14.53,-8.13,2.26,4.08,395389008.00,82421586.00,,96.00,50.00,,73.00,0.10,,,,,,,,,
DVMSX,0,0,S&P500,8.94,-4.67,3.19,3.91,14.53,-8.13,2.26,4.08,645626293.00,273298110.00,,50.00,45.00,,47.50,0.20,,,,,,,,,
EAERX,0,0,S&P500,13.76,-3.91,3.87,4.58,14.53,-8.13,2.26,4.08,1904482.00,100626410.00,,45.00,70.00,,57.50,0.10,,,,,,,,,
EITGX,0,0,S&P500,12.76,-7.05,1.95,3.50,14.53,-8.13,2.26,4.08,1346684806.00,689104632.00,610.00,3.00,3.00,,3.00,0.74,36947.97,17.23,2.96,1.51,11.34,27.48,13.76,10.61,20.80
ELDFX,947,1300,S&P500,14.73,-4.05,3.35,3.76,14.53,-8.13,2.26,4.08,259990820.00,204465066.00,935.00,118.00,138.00,123.00,126.33,0.72,47767.73,19.36,3.07,2.03,12.60,16.57,12.44,9.68,19.18
ELFNX,938,1671,S&P500,11.55,-7.97,3.13,5.25,14.53,-8.13,2.26,4.08,2274946459.00,2548624017.00,61.00,138.00,13.00,11.00,54.00,0.23,45802.61,21.53,3.06,2.65,14.09,18.35,14.76,11.79,19.63
EMAYX,525,501,S&P500,15.03,-4.07,3.79,4.01,14.53,-8.13,2.26,4.08,337033696.00,170010525.00,206.00,13.00,138.00,184.00,111.67,0.15,3927.00,22.18,2.71,1.43,10.95,30.68,6.33,3.84,12.10
